player_id,season,game_id,team_id,minutes,ga_shot_stopping,ga_raw_shot_stopping,opp_shot_stopping,ga_handling,ga_raw_handling,opp_handling,ga_claiming,ga_raw_claiming,opp_claiming,ga_sweeping,ga_raw_sweeping,opp_sweeping,ga_passing,ga_raw_passing,opp_passing,ga_fielding,ga_raw_fielding,opp_fielding,shots_faced,goals_conceded,saves,xgoals_faced,share_headed_shots,date_utc,matchday,ga_total,opp_total,components_complete,ga_shot_stopping_p96,opp_shot_stopping_p96,ga_handling_p96,opp_handling_p96,ga_claiming_p96,opp_claiming_p96,ga_sweeping_p96,opp_sweeping_p96,ga_passing_p96,opp_passing_p96,ga_fielding_p96,opp_fielding_p96,ga_total_p96,opp_total_p96,goals_conceded_p96,shots_faced_p96,xgoals_faced_p96,save_pct,goals_prevented,goals_prevented_p96,reliability_shot_stopping,workload_reliability_shot_stopping,value_per_opportunity_shot_stopping,adj_opp_shot_stopping_p96,adj_shot_stopping_p96,baseline_shot_stopping_p96,reliability_handling,workload_reliability_handling,value_per_opportunity_handling,adj_opp_handling_p96,adj_handling_p96,baseline_handling_p96,reliability_claiming,workload_reliability_claiming,value_per_opportunity_claiming,adj_opp_claiming_p96,adj_claiming_p96,baseline_claiming_p96,reliability_sweeping,workload_reliability_sweeping,value_per_opportunity_sweeping,adj_opp_sweeping_p96,adj_sweeping_p96,baseline_sweeping_p96,reliability_passing,workload_reliability_passing,value_per_opportunity_passing,adj_opp_passing_p96,adj_passing_p96,baseline_passing_p96,reliability_fielding,workload_reliability_fielding,value_per_opportunity_fielding,adj_opp_fielding_p96,adj_fielding_p96,baseline_fielding_p96,adj_total_p96,baseline_total_p96,sampling_variance_total_p96,reliability_total
0x5g2Z8ZM7,2026,eV5D816A5K,NPqxKXZ59d,100.0,1.298,1.2673,11,-0.0031,-0.0036,10,0.0241,0.0236,2,0.0467,0.0454,3,0.0245,0.0871,44,0.029,0.0236,38,11,1,10,2.2673,0.0,2026-02-21,1,1.4191999999999998,108,True,1.24608,10.56,-0.0029760000000000003,9.600000000000001,0.023136,1.92,0.044832,2.88,0.02352,42.24,0.02784,36.480000000000004,1.3624319999999999,103.68,0.96,10.56,2.1766080000000003,90.9090909090909,1.2673,1.216608,0.038489575098769636,0.04470068598514822,0.11800000000000001,4.72125017782125,0.08145226335930417,0.06241162866071633,0.03327012888256667,0.027606333322638656,-0.00031,3.1510373541537406,-0.019786161607989107,-0.020433487387020784,0.011658074390408833,0.04412957699158392,0.01205,1.1393116306897142,-0.002443099860903882,-0.002633855813835675,0.0033222591362126247,0.0793013319140693,0.015566666666666666,1.9112187455962895,0.0033518965664875717,0.0032638985379099227,0.2501432600724584,0.26615186045015843,0.0005568181818181819,34.389473630056735,-0.002599583639192677,-0.009854546252238807,0.007542675664946407,0.3597016747647554,0.0007631578947368421,27.308805400938063,0.004234143481233597,0.004107931900365532,0.06420945829893968,0.03686156964589652,1.3583254213856863,0.007454913778839198
0x5g2Z8ZM7,2026,Oa5wP6L8q1,NPqxKXZ59d,99.0,0.8249,0.7944,12,-0.0329,-0.0334,9,0.0005,0.0,0,-0.0012,-0.0024,1,-0.0141,0.0479,22,0.0084,0.003,13,12,3,9,3.7944,0.0,2026-03-01,2,0.7855999999999999,57,True,0.7999030303030303,11.636363636363637,-0.0319030303030303,8.727272727272727,0.0004848484848484849,0.0,-0.0011636363636363637,0.9696969696969697,-0.013672727272727274,21.333333333333332,0.008145454545454546,12.606060606060607,0.7617939393939392,55.27272727272728,2.909090909090909,11.636363636363637,3.679418181818182,75.0,0.7944,0.7703272727272727,0.04184221926767575,0.04427346966994863,0.06874166666666666,4.766293402213846,0.07408002128674485,0.06300706861593798,0.030043069674319255,0.027337816958284907,-0.0036555555555555556,3.125398081976177,-0.020001579179108244,-0.020267224761170908,0.0,0.04370756918706364,,1.0550484312756514,-0.0024390565054719323,-0.0024390565054719323,0.0011098779134295228,0.07857062614795715,-0.0012,1.7603561742138594,0.0030005806991801323,0.0030062618193003954,0.14295070811500626,0.2641934977551204,-0.0006409090909090909,28.845118155970546,-0.009726917924159422,-0.008265772081223803,0.002593257530420906,0.3573901965395055,0.0006461538461538461,18.743385478056116,0.0028435726865287834,0.002819477087910624,0.04775662106371416,0.03786075417528236,1.4979130065491055,0.0067649045746734785
0x5g2Z8ZM7,2026,vzqoYz9kMa,NPqxKXZ59d,109.0,0.0336,0.0,0,0.0006,0.0,0,0.0077,0.0071,2,0.0014,0.0,0,-0.0069,0.0613,22,0.0058,-0.0002,11,0,0,0,0.0,0.0,2026-03-08,3,0.0422,35,True,0.029592660550458713,0.0,0.0005284403669724771,0.0,0.006781651376146789,1.761467889908257,0.0012330275229357798,0.0,-0.006077064220183486,19.376146788990827,0.005108256880733944,9.688073394495413,0.03716697247706422,30.825688073394495,0.0,0.0,0.0,,0.0,0.0,0.0,0.04852851451383677,,4.232184593907375,0.05594652334658638,0.05594652334658638,0.0,0.030016325659461298,,2.8788638155888826,-0.01866852748896859,-0.01866852748896859,0.011658074390408833,0.04791095281354319,0.00385,1.1348045705796128,-0.0025419180954812035,-0.0026234364113170584,0.0,0.08582590203536375,,1.6709054571409312,0.002853501668039826,0.002853501668039826,0.14295070811500626,0.2833189988135143,-0.00031363636363636365,28.095359440685492,-0.008159680751204813,-0.008050923432556553,0.002195170624625823,0.3797801455963757,0.0005272727272727272,17.421353876104227,0.002635021971655198,0.0026206102494965586,0.0320649206506268,0.03207774793128056,0.0026377697015955645,0.7945666312319886
0x5g2Z8ZM7,2026,OlMlWz70QL,NPqxKXZ59d,105.0,0.9751,0.9428,3,-0.0189,-0.0194,3,0.0005,0.0,0,-0.0001,-0.0015,3,-0.0015,0.0643,46,0.0287,0.023,46,3,0,3,0.9428,0.6667,2026-03-14,4,0.9837999999999999,101,True,0.8915200000000001,2.742857142857143,-0.01728,2.742857142857143,0.0004571428571428572,0.0,-9.142857142857143e-05,2.742857142857143,-0.0013714285714285714,42.05714285714286,0.02624,42.05714285714286,0.8994742857142857,92.34285714285714,0.0,2.742857142857143,0.8619885714285714,100.0,0.9428,0.8619885714285714,0.010799459841927737,0.04683105127852783,0.32503333333333334,4.368185864223241,0.07245389517591332,0.05774436511744051,0.010219030590121771,0.028946694384082813,-0.0063,2.9614350760344905,-0.019198387026850665,-0.01920397617434251,0.0,0.04623404140666874,,1.0522610511123578,-0.002432612651788093,-0.002432612651788093,0.0033222591362126247,0.08293754561811274,-3.3333333333333335e-05,1.9036705650296664,0.0032399965668838404,0.0032510080743917897,0.2585733904909612,0.2757893608978995,-3.260869565217392e-05,34.44214317788677,-0.007608020272728275,-0.009869639082700799,0.009116131589377725,0.37101403992684695,0.0006239130434782608,29.54003427309928,0.004571070844511955,0.0044435648995538755,0.05102594263594208,0.03393271018255477,0.34552997795413193,0.02867959343719904
0x5g2Z8ZM7,2026,p6qbYzeB50,NPqxKXZ59d,98.0,0.3528,0.3227,7,-0.0356,-0.0361,6,-0.0792,-0.0797,3,0.0492,0.048,1,0.0014,0.0627,35,0.008,0.0027,20,7,1,6,1.3227,0.0,2026-03-21,5,0.29660000000000003,72,True,0.3456,6.857142857142857,-0.0348734693877551,5.877551020408163,-0.07758367346938777,2.9387755102040813,0.048195918367346935,0.9795918367346939,0.0013714285714285714,34.285714285714285,0.00783673469387755,19.591836734693878,0.29054693877551024,70.53061224489797,0.9795918367346939,6.857142857142857,1.2957061224489796,85.71428571428571,0.3227,0.3161142857142857,0.024841046453030105,0.04384587107573929,0.0504,4.553670587618619,0.06440214770460903,0.06019634356441412,0.02023131673564356,0.027069152256985234,-0.005933333333333333,3.0467112046959013,-0.019722980273135623,-0.019756965080399088,0.017385769289756017,0.043285188593004446,-0.026400000000000003,1.1827198831645065,-0.0032295204079910954,-0.0027342068284917486,0.0011098779134295228,0.07783875962203923,0.0492,1.7617543776944085,0.003101512726129565,0.0030086496120668594,0.20970741285816752,0.2622246548359651,3.9999999999999996e-05,32.26165152727092,-0.0070354796286963,-0.009244803819016103,0.00398406374501992,0.35506196896711517,0.0004,21.24600493212601,0.003217059433717068,0.0031959340635605345,0.04073273955463264,0.03466495151213458,0.8980127889370942,0.011233304156710373
0x5g2Z8ZM7,2026,2lqROeR0Qr,NPqxKXZ59d,102.0,0.0352,0.0038,3,-0.0111,-0.0116,2,0.0143,0.0138,3,0.0089,0.0076,1,-0.0165,0.0473,36,-0.0111,-0.0167,26,3,1,2,1.0038,0.0,2026-04-04,6,0.019700000000000002,71,True,0.033129411764705886,2.8235294117647056,-0.010447058823529412,1.8823529411764706,0.013458823529411764,2.8235294117647056,0.008376470588235294,0.9411764705882353,-0.015529411764705884,33.88235294117647,-0.010447058823529412,24.470588235294116,0.018541176470588238,66.8235294117647,0.9411764705882353,2.8235294117647056,0.9447529411764706,66.66666666666666,0.0038000000000000256,0.003576470588235318,0.010799459841927737,0.04555397382726262,0.011733333333333333,4.374038459062401,0.057751539287266264,0.05782173233206497,0.006835972731566888,0.028142921531641923,-0.00555,2.9373988979742953,-0.01902934063795238,-0.019048109110253994,0.017385769289756017,0.04497247620439232,0.0047666666666666664,1.1806340070154056,-0.002584090557439545,-0.0027293847088238183,0.0011098779134295228,0.08075927219536061,0.0089,1.756174848230503,0.0030131398124556637,0.0029991211276370017,0.21441435949385523,0.2700374781153283,-0.0004583333333333334,32.17416307458496,-0.010404749667426133,-0.009219733385754889,0.005173099880620772,0.3642751009820834,-0.00042692307692307696,22.999582341902634,0.0033910238598554862,0.0034597162567257585,0.03213752209675935,0.03328334251159503,0.35969987145732707,0.027580960164414515
0x5g2Z8ZM7,2026,9z5kBzalMA,NPqxKXZ59d,103.0,-1.3055,-1.3372,6,0.0439,0.0434,4,0.0039,0.0034,1,0.0131,0.0117,2,-0.0252,0.0393,15,0.0056,0.0,4,6,2,4,0.6628,0.0,2026-04-11,7,-1.2642,32,True,-1.2167766990291262,5.592233009708738,0.04091650485436893,3.728155339805825,0.0036349514563106798,0.9320388349514562,0.012209708737864079,1.8640776699029125,-0.0234873786407767,13.980582524271844,0.005219417475728155,3.728155339805825,-1.1782834951456311,29.8252427184466,1.8640776699029125,5.592233009708738,0.6177553398058252,66.66666666666666,-1.3372000000000002,-1.2463223300970876,0.021368155150412512,0.045980046376263226,-0.21758333333333335,4.500651418918368,0.037299035235242785,0.059495467198157466,0.013579118976094491,0.028410993621519526,0.010975,2.9895489596633973,-0.018677502230582118,-0.01938628587808949,0.005863214088208027,0.045393368596699575,0.0039,1.0954969223044873,-0.002492665965765659,-0.002532565156123278,0.0022172949002217295,0.08148651220296954,0.00655,1.8307340774371457,0.00314610623015488,0.0031264502257614167,0.10211083332905958,0.27196489736136725,-0.00168,26.76609049168415,-0.011478441830161534,-0.007670012038549357,0.0007993605115907274,0.36653740149227726,0.0014,15.401939632206535,0.0023322238966373954,0.0023168395033666338,0.01012875533552575,0.0353498938545234,0.6962401635749212,0.014441737298474385
0x5g2Z8ZM7,2026,KPqj3z7yQ6,NPqxKXZ59d,99.0,0.6689,0.6384,7,0.0529,0.0524,6,0.0267,0.0262,5,-0.0491,-0.0503,1,0.0515,0.1135,70,0.0112,0.0058,46,7,1,6,1.6384,0.0,2026-04-18,8,0.7620999999999999,135,True,0.6486303030303031,6.787878787878787,0.051296969696969695,5.818181818181818,0.025890909090909096,4.848484848484849,-0.04761212121212121,0.9696969696969697,0.049939393939393936,67.87878787878788,0.01086060606060606,44.60606060606061,0.7390060606060604,130.9090909090909,0.9696969696969697,6.787878787878787,1.588751515151515,85.71428571428571,0.6384000000000001,0.6190545454545455,0.024841046453030105,0.04427346966994863,0.09555714285714287,4.551634155329247,0.06947914535284652,0.06016942335238341,0.02023131673564356,0.027337816958284907,0.008816666666666667,3.0458698871884393,-0.018808610091194652,-0.019751509400651422,0.028644280250983555,0.04370756918706364,0.00534,1.2669639182432326,-0.0026512684498876207,-0.002928961832826036,0.0011098779134295228,0.07857062614795715,-0.0491,1.7603561742138594,0.002906994616222481,0.0030062618193003954,0.3467076594375713,0.2641934977551204,0.0007357142857142857,41.142124596936156,0.002792408545548568,-0.011789566020037114,0.009116131589377725,0.3573901965395055,0.00024347826086956522,30.179871767320293,0.004565413675155041,0.00453981256820767,0.05828408364869034,0.0332454604863769,0.8849209041621412,0.01139760012204065
0x5g2Z8ZM7,2026,jYQJJyzyQG,NPqxKXZ59d,102.0,-2.0558,-2.0872,6,0.0422,0.0417,2,0.0005,0.0,0,0.0013,0.0,0,0.0323,0.0961,30,0.0109,0.0054,24,6,4,2,1.9128,0.0,2026-04-22,9,-1.9686000000000001,62,True,-1.9348705882352943,5.647058823529411,0.03971764705882353,1.8823529411764706,0.00047058823529411766,0.0,0.0012235294117647058,0.0,0.030400000000000003,28.235294117647058,0.010258823529411765,22.588235294117645,-1.8528000000000002,58.35294117647058,3.764705882352941,5.647058823529411,1.8002823529411767,33.33333333333333,-2.0872,-1.9644235294117647,0.021368155150412512,0.04555397382726262,-0.34263333333333335,4.502661443986437,0.02528418654832296,0.059522038325173006,0.006835972731566888,0.028142921531641923,0.0211,2.9373988979742953,-0.018494209203777534,-0.019048109110253994,0.0,0.04497247620439232,,1.0536528977324153,-0.0024358303169232996,-0.0024358303169232996,0.0,0.08075927219536061,,1.680166121458399,0.0028693166388774147,0.0028693166388774147,0.18530048020782341,0.2700374781153283,0.0010766666666666667,30.649245551110166,-0.0010405738822646152,-0.008782757512626149,0.004777070063694267,0.3642751009820834,0.0004541666666666667,22.313888034171654,0.003388947894778664,0.0033565705687591076,0.00957183767901359,0.035481228593006085,0.7037051364884747,0.014290727267038101
0x5g2Z8ZM7,2026,EGMPG8njQa,NPqxKXZ59d,101.0,-2.086,-2.1171,7,0.0395,0.039,3,0.0005,0.0,0,0.0039,0.0026,2,-0.0035,0.0597,32,0.0031,-0.0024,27,7,4,3,1.8829,0.0,2026-04-26,10,-2.0425,71,True,-1.9827326732673265,6.653465346534654,0.03754455445544555,2.8514851485148514,0.00047524752475247524,0.0,0.0037069306930693066,1.900990099009901,-0.003326732673267327,30.415841584158414,0.0029465346534653463,25.663366336633665,-1.9413861386138613,67.48514851485149,3.801980198019802,6.653465346534654,1.7896871287128713,42.857142857142854,-2.1170999999999998,-2.0122930693069305,0.024841046453030105,0.04512752053375302,-0.298,4.547566750105351,0.024958356883843923,0.06011565509717868,0.010219030590121771,0.027874701472863753,0.013166666666666667,2.964704348061252,-0.01862981105270547,-0.01922517637643961,0.0,0.044551212499878944,,1.0541176651992272,-0.0024369047643892695,-0.0024369047643892695,0.0022172949002217295,0.08003087967968145,0.00195,1.8336353696881726,0.0031323898169650427,0.0031314049299563163,0.19524195041049322,0.2680998263788889,-0.000109375,31.240257670670992,-0.007871410418183317,-0.008952116204489217,0.0053709966182613885,0.3619965837381058,0.00011481481481481481,23.426091671348477,0.0035193934505260782,0.0035238739983226835,0.0026720139160569855,0.03615673668013959,0.8436462955021352,0.011948554367922195
