player_id,talent_total_p96,talent_posterior_sd,weight_prior_league,weight_prior_season,weight_live_season,prior_season_rate,live_season_rate,prior_season_minutes,live_season_minutes,league_prior_rate,prior_source,talent_total_p96_low,talent_total_p96_high,slug,player_name,nationality,birth_date,current_team_name,current_team_abbreviation,sample_status,live_minutes,evidence_minutes,talent_percentile,talent_percentile_low,talent_percentile_high,talent_rank,in_live_season
gpMOaPn1qz,0.05062065562260075,0.09946628058077522,0.9699349072766186,0.03006509272338138,0.0,0.02135510204081633,,294.0,0.0,0.05152780060257464,prior_season_available,-0.11298681656925301,0.2142281278144545,nicholas-hagen,Nicholas Hagen,Guatemala,1996-08-02,Columbus Crew,CLB,limited,0.0,294.0,41.376973369478556,0.0,100.0,34.0,False
jYQJz0RGQG,0.046985254754996375,0.07564856313477868,0.5610378993883839,0.32979760590491125,0.10916449470670483,0.06474446529080677,-0.030013090909090906,3198.0,1100.0,0.05152780060257464,prior_season_available,-0.07744555855339982,0.17141606806339257,cj-dos-santos,CJ dos Santos,USA,2000-08-24,San Diego FC,SD,provisional,1100.0,4298.0,39.94910434274172,2.9029128793919097,97.7090309892096,35.0,True
gOMn2jBXMw,0.044875471884790435,0.09913538918458432,0.9634923364265006,0.03084702244611068,0.005660641127388751,0.05559786096256684,-1.1458415094339622,187.0,53.0,0.05152780060257464,prior_season_available,-0.11818773239451319,0.20793867616409406,alec-smir,Alec Smir,USA,1999-04-13,Minnesota United FC,MIN,limited,53.0,240.0,38.441503215861374,0.0,100.0,36.0,True
7VqG3Onxqv,0.04322072852338396,0.0976737286215893,0.935290163126889,0.06470983687311106,0.0,-0.0768463768115942,,207.0,0.0,0.05152780060257464,prior_season_available,-0.11743825808016231,0.20387971512693023,aj-marcucci,AJ Marcucci,USA,1999-07-31,New York Red Bulls,NYRB,limited,0.0,207.0,38.36177111571785,0.0,100.0,37.0,False
gjMNvV70MK,0.04143029455205874,0.09164505614899841,0.8233963095530844,0.12113715211433326,0.05546653833258225,-0.007346724890829694,-0.0019389162561576278,916.0,203.0,0.05152780060257464,prior_season_available,-0.1093124082802027,0.19217299738432017,ben-lundt,Ben Lundt,Germany,1995-09-24,St. Louis City SC,STL,limited,203.0,1119.0,37.9900201987987,0.0,100.0,38.0,True
p6qborPBQ0,0.041394245265324835,0.09609083488716336,0.9052213042173173,0.04363383144951502,0.05114486433316765,-0.037082352941176476,-0.07100952380952381,204.0,189.0,0.05152780060257464,prior_season_available,-0.11666111284094952,0.1994496033715992,javier-otero,Javier Otero,Spain,2002-11-18,Orlando City SC,ORL,limited,189.0,393.0,37.48770796789454,0.0,100.0,39.0,True
raMyAW6BMd,0.04039594293374073,0.09443656292121878,0.8743215390468383,0.0325563970132365,0.09312206393992507,-0.4548996677740863,0.10903937007874018,301.0,508.0,0.05152780060257464,prior_season_available,-0.11493837993239266,0.19573026579987413,sebastian-breza,Sebastian Breza,Canada,1998-03-15,CF Montréal,MTL,provisional,508.0,809.0,37.08838303300909,0.0,100.0,40.0,True
jYQJz3rWQG,0.03952058499732164,0.09811228761072138,0.9437080002765764,0.05629199972342357,0.0,-0.16177454545454545,,330.0,0.0,0.05152780060257464,prior_season_available,-0.12185976694933354,0.20090093694397682,andrew-tarbell,Andrew Tarbell,USA,1993-10-07,Houston Dynamo FC,HOU,limited,0.0,330.0,36.81961941210865,0.0,100.0,41.0,False
4wM4an045j,0.03908138776986317,0.09714429460567883,0.9251782854729254,0.07482171452707459,0.0,-0.11481980198019803,,101.0,0.0,0.05152780060257464,prior_season_available,-0.12070675737334369,0.19886953291307002,david-ochoa,David Ochoa,USA,2001-01-16,Los Angeles FC,LAFC,limited,0.0,101.0,36.81961941210865,0.0,100.0,42.0,False
7VqGmob3Mv,0.037848609794321496,0.06913368289091619,0.4685654035441507,0.25323433285021113,0.2782002636056382,0.19599551917277036,-0.12914556213017747,2321.0,2366.0,0.05152780060257464,prior_season_available,-0.07586617912764557,0.15156339871628857,andre-blake,Andre Blake,Jamaica,1990-11-21,Philadelphia Union,PHI,qualified,2366.0,4687.0,35.262517939722535,2.9029128793919097,96.08581831712114,43.0,True
9YqdoDvL5v,0.03772475873762255,0.0954246852991375,0.8927139177041328,0.10728608229586718,0.0,-0.0771286063569682,,818.0,0.0,0.05152780060257464,prior_season_available,-0.11923488080390615,0.19468439827915124,jayden-hibbert,Jayden Hibbert,Jamaica,2004-08-05,Atlanta United FC,ATL,provisional,0.0,818.0,33.70541646733642,0.0,100.0,44.0,False
kRQaonbo5K,0.03621240951398412,0.07124611886946254,0.4976376782298602,0.2752344472912974,0.22712787447884228,0.05952679646017699,-0.02559611178614824,2825.0,2469.0,0.05152780060257464,prior_season_available,-0.08097702738515777,0.15340184641312601,patrick-schulte,Patrick Schulte,USA,2001-03-13,Columbus Crew,CLB,qualified,2469.0,5294.0,31.946659225003987,0.0,96.08581831712114,45.0,True
KXMe39a6q6,0.035489036558136546,0.0853125157412864,0.7135367248091391,0.2753795272777642,0.01108374791309658,0.04823284823284823,-1.3136603773584907,1443.0,106.0,0.05152780060257464,prior_season_available,-0.10483756422819415,0.17581563734446723,andrew-rick,Andrew Rick,USA,2006-01-30,Philadelphia Union,PHI,limited,106.0,1549.0,29.673297719661935,0.0,97.7090309892096,46.0,True
BLMv7wr75x,0.034008141849692385,0.09895195480054975,0.9599300543358268,0.04006994566417331,0.0,-0.3856991150442477,,226.0,0.0,0.05152780060257464,prior_season_available,-0.12875333971805777,0.19676962341744256,wessel-speel,Wessel Speel,Netherlands,2001-10-17,Minnesota United FC,MIN,limited,0.0,226.0,29.158693456652312,0.0,100.0,47.0,False
odMX7wpAQY,0.031199982713108036,0.09868731282112202,0.9548023520156997,0.04519764798430028,0.0,-0.39822608695652173,,276.0,0.0,0.05152780060257464,prior_season_available,-0.13112620153541787,0.19352616696163394,jordan-farr,Jordan Farr,USA,1994-10-05,D.C. United,DCU,limited,0.0,276.0,29.158693456652312,0.0,100.0,48.0,False
gOMn6lylMw,0.028732152277849057,0.07755287822986834,0.5896396420044633,0.41036035799553666,0.0,-0.0040225172596919795,,3766.0,0.0,0.05152780060257464,prior_season_available,-0.0988309806181022,0.1562952851738003,joe-willis,Joe Willis,USA,1988-08-10,Nashville SC,NSH,qualified,0.0,3766.0,29.158693456652312,0.0,96.08581831712114,49.0,False
kRQaoRPO5K,0.028091405014302396,0.09864183251242284,0.9539225084313492,0.0,0.04607749156865082,,-0.4571022222222221,0.0,135.0,0.05152780060257464,no_prior_season,-0.13415997078358746,0.19034278081219227,isaac-boehmer,Isaac Boehmer,USA,2001-11-20,Vancouver Whitecaps FC,VAN,limited,135.0,135.0,29.11384415032159,0.0,100.0,50.0,True
KPqjonZyQ6,0.027902754439878854,0.08095321458665942,0.6424791387461638,0.16123650415707566,0.1962843570967606,-0.03875270541082164,0.0053268036729339704,1497.0,2287.0,0.05152780060257464,prior_season_available,-0.10525343403921414,0.16105894291897185,maxime-crepeau,Maxime Crépeau,Canada,1994-05-11,Orlando City SC,ORL,qualified,2287.0,3784.0,27.811885398394725,0.0,96.08581831712114,51.0,True
